"move_id","version_group_id","flavor_text"
"75","7","The foe is hit with a cutting leaf. It has a high critical-hit ratio."
"75","8","A sharp-edged leaf is launched to slash at the foe. It has a high critical-hit ratio."
"75","9","Sharp-edged leaves are launched to slash at the foe. It has a high critical-hit ratio."
"75","11","Sharp-edged leaves are launched to slash at the opposing team. Critical hits land more easily."
"75","15","Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily."
"75","20","Sharp-edged leaves are launched to slash at opposing Pokémon. Critical hits land more easily."
"75","25","Sharp-edged leaves are launched to slash at opposing Pokémon. This move has a heightened chance of landing a critical hit."
"76","3","1st turn: Prepare 2nd turn: Attack"
"76","5","Absorbs light in one turn, then attacks next turn."
"76","7","A 2-turn move that blasts the foe with absorbed energy in the 2nd turn."
"76","8","A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn."
"76","15","A two-turn attack. The user gathers light, then blasts a bundled beam on the next turn."
"76","17","In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn."
"76","25","The user gathers light on the first turn, then blasts a bundled beam on the next turn."
"77","3","A move that may poison the foe."
"77","5","Scatters a toxic powder that may poison the foe."
"77","7","A cloud of toxic dust is scattered. It may poison the foe."
"77","8","A cloud of poisonous dust is scattered on the foe. It may poison the target."
"77","11","The user scatters a cloud of poisonous dust on the target. It may poison the target."
"77","15","The user scatters a cloud of poisonous dust on the target. This may also poison the target."
"77","17","The user scatters a cloud of poisonous dust that poisons the target."
"77","24","The user scatters a cloud of toxic powder that poisons the target."
"78","3","A move that may paralyze the foe."
"78","5","Scatters a powder that may paralyze the foe."
"78","7","Paralyzing dust is scattered wildly. It may paralyze the foe."
"78","8","The user scatters a cloud of paralyzing powder. It may paralyze the target."
"78","11","The user scatters a cloud of paralyzing powder. It may leave the target with paralysis."
"78","15","The user scatters a cloud of numbing powder that paralyzes the target."
"79","3","May cause the foe to fall asleep."
"79","5","Scatters a powder that may cause the foe to sleep."
"79","7","A sleep-inducing dust is scattered in high volume around a foe."
"79","8","The user scatters a big cloud of sleepinducing dust around the foe."
"79","11","The user scatters a big cloud of sleep-inducing dust around the target."
"79","24","The user scatters a cloud of sleep-inducing powder that makes the target drowsy."
"79","25","The user scatters a cloud of soporific dust that puts the target to sleep."
"80","3","Works 2-3 turns and confuses user."
"80","5","A rampage of 2 to 3 turns that confuses the user."
"80","7","The user attacks with petals for two to three turns, then gets confused."
"80","8","The user attacks by scattering petals for two to three turns. The user then becomes confused."
"80","11","The user attacks the target by scattering petals for two to three turns. The user then becomes confused."
"80","24","The user attacks the target by scattering petals, then becomes fixated on using this move."
"81","3","A move that lowers the foe's SPEED."
"81","5","Binds the foe with string to reduce its SPEED."
"81","7","The foe is bound with strings shot from the mouth to reduce its SPEED."
"81","8","The foe is bound with silk blown from the user’s mouth. It reduces the target’s Speed stat."
"81","11","The targets are bound with silk blown from the user’s mouth. This silk reduces the targets’ Speed stat."
"81","15","The opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat."
"81","20","Opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat."
"81","24","Opposing Pokémon are bound with silk blown from the user's mouth that harshly lowers the Speed stat."
"81","25","The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats."
"82","3","Always inflicts 40HP damage."
"82","5","Launches shock waves that always inflict 40 HP damage."
"82","7","The foe is hit with a shock wave that always inflicts 40HP damage."
"82","8","The foe is stricken by a shock wave. This attack always inflicts 40 HP damage."
"82","11","This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage."
"82","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"83","3","Traps foe in fire for 2-5 turns."
"83","5","Traps the foe in a ring of fire for 2 to 5 turns."
"83","7","The foe is trapped in an intense spiral of fire that rages two to five turns."
"83","8","The foe becomes trapped within a fierce vortex of fire that rages for two to five turns."
"83","11","The target becomes trapped within a fierce vortex of fire that rages for four to five turns."
"83","25","The user traps the target inside a fierce vortex of fire that inflicts damage for four to five turns."
"84","3","An attack that may cause paralysis."
"84","5","An electrical attack that may paralyze the foe."
"84","7","An electric shock attack that may also leave the foe paralyzed."
"84","8","A jolt of electricity is hurled at the foe to inflict damage. It may also leave the foe paralyzed."
"84","11","A jolt of electricity is hurled at the target to inflict damage. It may also leave the target with paralysis."
"84","15","A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis."
"84","24","The user attacks the target with a jolt of electricity. This may also leave the target with paralysis."
"85","3","An attack that may cause paralysis."
"85","5","A strong electrical attack that may paralyze the foe."
"85","7","A strong electrical attack that may also leave the foe paralyzed."
"85","8","A strong electric blast is loosed at the foe. It may also leave the foe paralyzed."
"85","11","A strong electric blast is loosed at the target. It may also leave the target with paralysis."
"85","15","A strong electric blast crashes down on the target. This may also leave the target with paralysis."
"85","24","The user attacks the target with a strong electric blast. This may also leave the target with paralysis."
"86","3","A move that may cause paralysis."
"86","5","A weak jolt of electricity that paralyzes the foe."
"86","7","A weak electric shock that is sure to cause paralysis if it hits."
"86","8","A weak electric charge is launched at the foe. It causes paralysis if it hits."
